"","V1","V2","V3","V4","V5"
"1",27.7543272923615,28.0246095443347,28.734728184194,26.7601787360434,24.2199261146642
"2",36.9159481770814,37.0870990728706,35.7358668045356,34.5548534860383,29.8051991744487
"3",45.5399633230632,46.1698796848066,40.5701683196048,38.8584733879072,30.884356470813
"4",55.1304857969226,57.5404161813834,48.9026843265239,39.5024092083513,33.5867016945278
"5",49.1354128711188,58.7920384978304,39.0695407863437,36.8705704384482,25.5986954507215
